year,title,imdb_id,boxofficemojo_id,tmdb_id,qid,budget,box_office_start_date,box_office_end_date,box_office_gross
2009,A Perfect Getwaway,tt0971209,rl2087224833,12403,,,,,15360000
2009,Aliens in the Attic,tt0775552,rl2037679617,20856,Q119889,,2009-07-31,,23780000
2009,Angels & Demons,tt0808151,rl3443754497,13448,Q192934,,2009-05-15,,133380000
2009,Bruno,tt0889583,rl3158935041,18480,,,2009-07-10,,59990000
2009,Dance Flick,tt1153706,rl1819837953,21724,Q536811,,2009-05-22,,25620000
2009,District 9,tt1136608,rl3914302977,17654,Q201819,,2009-08-14,,103390000
2009,Drag Me to Hell,tt1127180,rl1380877825,16871,Q632737,,2009-05-29,,42060000
2009,Funny People,tt1201167,rl1951761921,20829,Q1137899,,2009-07-31,,51680000
2009,G-Force,tt0436339,rl4015359489,19585,Q784444,,2009-07-24,,115470000
2009,G.I. Joe: The Rise of Cobra,tt1046173,rl1062503937,14869,Q288645,,2009-08-07,,141020000
2009,Ghosts of Girlfriends Past,tt0821640,rl3847587329,12556,Q221846,,2009-05-01,,55240000
2009,Halloween II,tt1311067,rl3327624705,24150,Q908690,,2009-08-28,,26930000
2009,Harry Potter and the Half-Blood Prince,tt0417741,rl1231783425,767,Q161687,,2009-07-17,,297610000
2009,"I Love You, Beth Cooper",tt1032815,rl2002486785,19840,Q297147,,2009-07-10,,14750000
2009,Ice Age: Dawn of the Dinosaurs,tt1080016,rl3310913025,8355,Q179503,,2009-07-01,,194220000
2009,Imagine That,tt0780567,rl3748103681,19724,Q228585,,2009-06-12,,16090000
2009,Julie & Julia,tt1135503,rl2740815361,24803,Q380848,,2009-08-07,,80720000
2009,Land of the Lost,tt0457400,rl1902085633,18162,Q780981,,2009-06-05,,49390000
2009,My Sister's Keeper,tt1078588,rl1550091777,10024,Q814771,,2009-06-26,,48770000
2009,Night at the Museum: Smithsonian,tt1078912,rl2070382081,18360,,,2009-05-22,,176790000
2009,Orphan,tt1148204,rl3261498881,21208,Q387414,,2009-07-24,,41040000
2009,Public Enemies,tt1152836,rl40535553,11322,Q329448,,2009-07-01,,97030000
2009,Shorts,tt1100119,rl493979137,25132,Q2722782,,2009-08-21,,18270000
2009,Star Trek,tt0796366,rl2876474881,13475,Q213081,,2009-05-08,,257170000
2009,Terminator Salvation,tt0438488,rl3430254081,534,Q191543,,2009-05-21,,125320000
2009,The Final Destination,tt1144884,rl2975041025,19912,Q858976,,,,50440000
2009,The Hangover,tt1119646,rl643204609,18785,Q219315,,2009-06-05,,272200000
2009,The Inglorious Basterds,tt0361748,rl4217079297,16869,,,2009-08-21,,95150000
2009,The Proposal,tt1041829,rl577406465,18240,Q108586,,2009-06-19,,161140000
2009,The Taking of Pelham 123,tt1111422,rl1551205889,18487,Q869719,,2009-06-12,,65450000
2009,The Time Traveler's Wife,tt0452694,rl3967059457,24420,Q785406,,2009-08-14,,55810000
2009,The Ugly Truth,tt1142988,rl1299613185,20943,Q922630,,2009-07-24,,87570000
2009,Transformers: Revenge of the Fallen,tt1055369,rl3027731969,8373,Q191100,,2009-06-24,,400640000
2009,Up,tt1049413,rl3245770241,14160,Q174811,,2009-05-29,,290870000
2009,X-Men Origins: Wolverine,tt0458525,rl3262875137,2080,Q217552,,2009-05-01,,179880000
2009,Year One,tt1045778,rl3178923521,17610,Q1128496,,2009-06-19,,43340000
2010,Despicable Me,tt1323594,rl2018477569,20352,Q4447,,2010-07-09,,241500000
2010,Eat Pray Love,tt0879870,rl777094657,38167,Q304030,,,,
2010,Get Him to the Greek,tt1226229,rl4032136705,32823,Q940139,,,,
2010,Grown Ups,tt1375670,rl1466926593,38365,Q121810,,2010-06-25,,160190000
2010,Inception,tt1375666,rl2908456449,27205,Q25188,,2010-07-16,,278460000
2010,Iron Man 2,tt1228705,rl1515881985,10138,Q205028,,2010-05-07,,312060000
2010,Knight & Day,tt1013743,rl2639103489,37834,Q679918,,,,
2010,Letters to Juliet,tt0892318,rl1415480833,37056,Q402818,,,,
2010,MacGruber,tt1470023,rl1516275201,37931,Q1579371,,,,
2010,Predators,tt1424381,rl2926282241,34851,Q380667,,,,
2010,Prince of Persia: The Sands of Time,tt0473075,rl3765143041,9543,Q245172,,2010-05-28,,90700000
2010,Robin Hood,tt0955308,rl3764880897,20662,Q223559,,2010-05-14,,105220000
2010,Salt,tt0944835,rl1651475969,27576,Q628139,,2010-07-23,,115560000
2010,Scott Pilgrim vs. the World,tt0446029,rl2674427393,22538,Q753899,,,,
2010,Sex In the City 2,tt1261945,rl3060696577,37786,,,2010-05-27,,95330000
2010,Shrek Forever After,tt0892791,rl57771521,10192,Q208131,,2010-05-21,,238370000
2010,The A-Team,tt0429493,rl3829564929,34544,Q471746,,,,
2010,The Expendables,tt1320253,rl1464894977,27578,Q206374,,2010-08-13,,93890000
2010,The Karate Kid,tt1155076,rl3361572353,38575,Q327685,,2010-06-11,,176310000
2010,The Last Airbender,tt0938283,rl1516209665,10196,Q11593,,2010-07-02,,131160000
2010,The Other Guys,tt1386588,rl1783858689,27581,Q376807,,2010-08-06,,108100000
2010,The Sorcerer's Apprentice,tt0963966,rl2540733953,27022,Q477865,,,,
2010,The Twilight Saga: Eclipse,tt1325004,rl659654145,24021,Q217010,,2010-06-30,,298800000
2010,Toy Story 3,tt0435761,rl1383564801,10193,Q187278,,2010-06-18,,408890000
2011,Bridesmaids,tt1478338,rl2000848385,55721,Q837264,,2011-05-13,,168050000
2011,Captain America: The First Avenger,tt0458339,rl1900578305,1771,Q275120,,2011-07-22,,168770000
2011,Cars 2,tt1216475,rl3091760641,49013,Q192212,,2011-06-24,,187360000
2011,Cowboys & Aliens,tt0409847,rl2085455361,49849,Q725578,,,,
2011,Fast Five,tt1596343,rl877889025,51497,Q401976,,,,
2011,Green Lantern,tt1133985,rl1280804353,44912,Q903885,,2011-06-17,,115980000
2011,Harry Potter & Deathly Hallows Pt 2,tt1201607,rl1265337857,12445,,,2011-07-15,,370810000
2011,Horrible Bosses,tt1499658,rl576226817,51540,Q908556,,2011-07-08,,113820000
2011,Kung Fu Panada 2,tt1302011,rl3579610625,49444,,,2011-05-26,,164280000
2011,Pirates 4 -On Stranger Tides,tt1298650,rl4117267969,1865,,,2011-05-20,,240460000
2011,Prom,tt1604171,rl1030391297,51588,Q1369031,,,,
2011,Rise of the Planet of Apes,tt1318514,rl225216001,61791,,,2011-08-05,,148670000
2011,Super 8,tt1650062,rl2255652353,37686,Q379877,,2011-06-10,,126050000
2011,The Hangover Part II,tt1411697,rl408323585,45243,Q274748,,2011-05-26,,254300000
2011,The Smurfs,tt0472181,rl292587009,41513,,,2011-07-29,,125950000
2011,Thor,tt0800369,rl3094644225,10195,Q217020,,2011-05-06,,181020000
2011,Transformers: Dark of the Moon,tt1399103,rl2977400321,38356,Q232774,,2011-06-29,,349460000
2011,X-Men: First Class,tt1270798,rl1434093057,49538,Q223596,,2011-06-03,,146120000
2012,Abraham Lincoln,tt1611224,rl591431169,72331,Q587707,,,,
2012,Battleship,tt1440129,rl3259336193,44833,Q474033,,,,
2012,Brave,tt1217209,rl910460417,62177,Q126796,,2012-06-22,,232430000
2012,Dark Shadows,tt1077368,rl72123905,62213,Q323318,,2012-05-11,,79710000
2012,G.I. Joe: Retaliation,tt1583421,rl810845697,72559,Q1146345,,,,
2012,Ice Age: Continental Drift,tt1667889,rl3327690241,57800,Q35951,,2012-07-13,,156150000
2012,Madagascar 3: Europe's Most Wanted,tt1277953,rl1415611905,80321,Q244247,,2012-06-08,,214770000
2012,Magic Mike,tt1915581,rl2657125889,77930,Q1197932,,2012-06-22,,113430000
2012,Men in Black³,tt1409024,rl1298302465,41154,Q327713,,2012-05-25,,178860000
2012,Prometheus,tt1446714,rl1063945729,70981,Q192686,,2012-06-08,,126390000
2012,Rock of Ages,tt1336608,rl1198294529,80585,Q651060,,,,
2012,Snow White and the Huntsman,tt1735898,rl2054194689,58595,Q624603,,2012-06-01,,155110000
2012,Ted,tt1637725,rl2255848961,72105,Q641760,,2012-06-29,,216120000
2012,That's My Boy,tt1232200,rl2908128769,87428,Q32535,,,,
2012,The Amazing Spider-Man,tt0948470,rl930317825,1930,Q229808,,2012-07-03,,259810000
2012,The Avengers,tt0848228,rl709199361,24428,Q182218,,2012-05-04,,620320000
2012,The Bourne Legacy,tt1194173,rl2521204225,49040,Q494048,,2012-08-03,,98310000
2012,The Campaign,tt1790886,rl124552705,77953,Q2028118,,2012-08-10,,74780000
2012,The Dark Knight Rises,tt1345836,rl3745875457,49026,Q189330,,2012-07-20,,433310000
2012,The Expendables 2,tt1764651,rl1431340545,76163,Q210812,,2012-08-17,,68810000
2012,The Watch,tt1298649,rl4049896961,80035,Q29313,,,,
2013,2 Guns,tt1272878,rl1195476481,136400,Q3598715,,2013-08-02,,70100000
2013,After Earth,tt1815862,rl994149889,82700,Q1254088,,2013-05-31,,60550000
2013,Despicable Me 2,tt1690953,rl105874945,93456,Q637212,,2013-07-03,,355740000
2013,Elysium,tt1535108,rl2907801089,68724,Q80959,,2013-08-09,,80520000
2013,Epic,tt0848537,rl3495921153,116711,Q2700629,,2013-05-24,,107450000
2013,Fast & Furious 6,tt1905041,rl1028883969,82992,Q5516100,,2013-05-24,,238670000
2013,Grandmasters,tt1462900,rl324503041,44865,,,2013-08-23,,3380000
2013,Grown Ups 2,tt2191701,rl2589427201,109418,Q5611721,,2013-07-12,,130190000
2013,Iron Man 3,tt1300854,rl1532659201,68721,Q209538,,2013-05-03,,408880000
2013,Kick-Ass 2,tt1650554,rl308053505,59859,Q1758468,,2013-08-16,,27000000
2013,Man of Steel,tt0770828,rl4034037249,49521,Q622769,,2013-06-14,,290750000
2013,Monsters University,tt1453405,rl1919256065,62211,Q641362,,2013-06-21,,264290000
2013,Now You See Me,tt1670345,rl3597108737,75656,Q499851,,2013-05-31,,117100000
2013,Only God Forgives,tt1602613,rl2523301377,77987,Q2679094,,2013-07-19,,780000
2013,Pacific Rim,tt1663662,rl1399424513,68726,Q1388653,,2013-07-12,,100370000
2013,Paranoia,tt1413495,rl2372503041,115348,Q964955,,2013-08-16,,7090000
2013,Peeples,tt1699755,rl2474149377,72359,Q7860123,,2013-05-10,,9120000
2013,Percy Jackson: Sea of Monsters,tt1854564,rl174622209,76285,Q2984104,,2013-08-07,,56730000
2013,Planes,tt1691917,rl3546842625,151960,Q1657080,,2013-08-09,,73970000
2013,R.I.P.D.,tt0790736,rl392988161,49524,Q3012553,,2013-07-19,,33080000
2013,RED 2,tt1821694,rl2087552513,146216,Q903930,,2013-07-19,,52210000
2013,Star Trek Into Darkness,tt1408101,rl2893252097,54138,Q171711,,2013-05-17,,228500000
2013,The Butler,tt1327773,rl3712583169,132363,Q3520173,,2013-08-16,,79450000
2013,The Conjuring,tt1457767,rl3830089217,138843,Q5540479,,2013-07-19,,134180000
2013,The Great Gatsby,tt1343092,rl2706736641,64682,Q892735,,2013-05-10,,144810000
2013,The Hangover Part III,tt1951261,rl659981825,109439,Q2708940,,2013-05-24,,112190000
2013,The Heat,tt2404463,rl2185856513,136795,Q135156,,2013-06-28,,157430000
2013,The Intership,tt2234155,rl677021185,116741,,,2013-06-07,,44650000
2013,The Lone Ranger,tt1210819,rl1734444545,57201,Q548919,,2013-07-03,,88560000
2013,The Mortal Instruments: City of Bones,tt1538403,rl1248167425,123553,Q59346,,2013-08-23,,24520000
2013,The Purge,tt2184339,rl1684702721,158015,Q7758789,,2013-06-07,,64420000
2013,The Smurfs 2,tt2017020,rl309364225,77931,Q1253366,,2013-07-31,,66989999
2013,The Wolverine,tt1430132,rl3246097921,76170,Q197491,,2013-07-26,,128320000
2013,The World's End,tt1213663,rl41584129,107985,Q722379,,2013-08-23,,18320000
2013,This Is the End,tt1245492,rl2842461697,109414,Q607363,,2013-06-12,,96920000
2013,Turbo,tt1860353,rl762742273,77950,Q1523217,,2013-07-17,,80090000
2013,We're the Millers,tt1723121,rl2558035457,138832,Q3566895,,2013-08-09,,113240000
2013,White House Down,tt2334879,rl427525633,117251,Q2350772,,2013-06-28,,72830000
2013,World War Z,tt0816711,rl2038072833,72190,Q28196,,2013-06-21,,200670000
2013,You're Next,tt1853739,rl4101670401,83899,Q3572721,,2013-08-23,,14410000
2014,22 Jump Street,tt2294449,rl1581352449,187017,Q15040917,,2014-06-13,,190650000
2014,Blended,tt1086772,rl4115105281,232672,Q13522800,,,,
2014,Dawn of the Planet of the Apes,tt2103281,rl1649182209,119450,Q11220194,,2014-07-11,,205530000
2014,Edge of Tomorrow,tt1631867,rl658736641,137113,Q1187607,,2014-06-06,,100130000
2014,Godzilla,tt0831387,rl3193210369,124905,Q7731172,,2014-05-16,,200660000
2014,Guardians of the Galaxy,tt2015381,rl3177416193,118340,Q5887360,,2014-08-01,,281200000
2014,Hercules,tt1267297,rl223970817,184315,Q14522493,,2014-07-25,,71040000
2014,How to Train Your Dragon 2,tt1646971,rl2589492737,82702,Q10298666,,2014-06-13,,174020000
2014,Jupiter Ascending,tt1617661,rl2304607745,76757,Q12125299,,,,
2014,Let's Be Cops,tt1924435,rl1516144129,193893,Q14948579,,2014-08-15,,59490000
2014,Lucy,tt2872732,rl1902151169,240832,Q15624215,,2014-07-25,,118610000
2014,Maleficent,tt1587310,rl3915417089,102651,Q172271,,2014-05-30,,238720000
2014,Neighbors,tt2004420,rl1719109121,195589,Q14802842,,2014-05-09,,150090000
2014,Planes: Fire and Rescue,tt2980706,rl3563619841,218836,,,2014-07-18,,57920000
2014,Tammy,tt2103254,rl3212150273,226486,Q15901539,,2014-07-02,,83760000
2014,Teenage Mutant Ninja Turtles,tt1291150,rl3514074625,98566,Q9653404,,2014-08-08,,166280000
2014,The Amazing Spider-Man 2,tt1872181,rl846431745,102382,Q4254026,,2014-05-02,,202850000
2014,The Fault in Our Stars,tt2582846,rl324240897,222935,Q14704171,,2014-06-06,,124630000
2014,The Purge: Anarchy,tt2975578,rl1701479937,238636,Q15728784,,2014-07-18,,71130000
2014,Think Like a Man Too,tt2239832,rl1869907457,184098,Q13522857,,2014-06-20,,65180000
2014,Transformers: Age of Extinction,tt2109248,rl2960623105,91314,Q6151665,,2014-06-27,,244440000
2014,X-Men: Days of Future Past,tt1877832,rl1400538625,127585,Q4985891,,2014-05-23,,233410000
2015,Aloha,tt1243974,rl2790098433,222936,Q15078029,,2015-05-29,,21070000
2015,American Ultra,tt3316948,rl2286126593,261392,Q16354845,,2015-08-21,,13430000
2015,Ant-Man,tt0478970,rl88245761,102899,Q5901134,,2015-07-17,,174070000
2015,Avengers: Age of Ultron,tt2395427,rl675644929,99861,Q14171368,,2015-05-01,,458330000
2015,Dope,tt3850214,rl139363841,308639,Q18890297,,2015-06-19,,17280000
2015,Entourage,tt1674771,rl3679553025,188222,Q15725811,,2015-06-05,,32360000
2015,Fantastic Four,tt1502712,rl3864036865,166424,Q16795448,,2015-08-07,,54770000
2015,Hitman: Agent 47,tt2679042,rl2472117761,249070,Q15715216,,2015-08-21,,20350000
2015,Hot Pursuit,tt2967224,rl3917186561,268920,Q16974047,,2015-05-08,,34580000
2015,Inside Out,tt2096673,rl4016604673,150540,Q6144664,,2015-06-19,,349530000
2015,Insidious: Chapter 3,tt3195644,rl3462104577,280092,Q17452082,,2015-06-05,,52200000
2015,Jurassic World,tt0369610,rl2371716609,135397,Q3512046,,2015-06-12,,647350000
2015,Mad Max: Fury Road,tt1392190,rl1851098625,76341,Q1757288,,2015-05-15,,153120000
2015,Magic Mike XXL,tt2268016,rl2640348673,264999,Q17893055,,2015-07-01,,65970000
2015,Max,tt3369806,rl4133717505,272878,Q18152555,,2015-06-26,,42200000
2015,"Me, Earl and the Dying Girl",tt2582496,rl3361965569,308369,,,2015-06-12,,6760000
2015,Minions,tt2293640,rl2271380993,211672,Q13619743,,2015-07-10,,329770000
2015,Mission Impossible: Rogue Nation,tt2381249,rl1382188545,177677,,,2015-07-31,,182660000
2015,No Escape,tt1781922,rl189629953,192141,Q15272134,,2015-08-26,,20010000
2015,Paper Towns,tt3622592,rl2791933441,286565,Q18603039,,2015-07-24,,31700000
2015,Pitch Perfect 2,tt2848292,rl3932718593,254470,Q16619265,,2015-05-15,,183790000
2015,Pixels,tt2120120,rl3832055297,257344,Q17182905,,2015-07-24,,73990000
2015,Poltegeist,tt1029360,rl74155521,243688,,,2015-05-22,,47430000
2015,Ricki and the Flash,tt3623726,rl1047299585,275601,Q18342295,,2015-08-07,,25590000
2015,San Andreas,tt2126355,rl1433372161,254128,Q15973073,,2015-05-29,,154630000
2015,Self/less,tt2140379,rl1903068673,238615,Q15622633,,2015-07-10,,12280000
2015,Shaun the Sheep Movie,tt2872750,rl3798894081,263109,Q15545272,,2015-08-07,,18090000
2015,Sinister2,tt2752772,rl2607908353,283445,,,2015-08-21,,24530000
2015,Southpaw,tt1798684,rl3899688449,307081,Q17276718,,2015-07-24,,51290000
2015,Spy,tt3079380,rl3513943553,238713,Q16389838,,2015-06-05,,110550000
2015,Straight Out of Compton,tt1398426,rl292718081,277216,,,2015-08-14,,149780000
2015,Ted 2,tt2637276,rl2272626177,214756,Q17713411,,2015-06-26,,81280000
2015,Terminator Genisys,tt1340138,rl3447031297,87101,Q15140437,,2015-07-01,,89630000
2015,The D Train,tt2690138,rl2236515841,308638,Q16249670,,2015-05-08,,670000
2015,The Gallows,tt2309260,rl593004033,299245,Q20011685,,2015-07-10,,22720000
2015,The Gift,tt4178092,rl205948417,328425,Q19750433,,2015-08-07,,40390000
2015,The Man from U.N.C.L.E.,tt1638355,rl2994112001,203801,Q14488725,,2015-08-14,,40450000
2015,Tomorrowland,tt1964418,rl2051114497,158852,Q7820305,,2015-05-22,,93360000
2015,Trainwreck,tt3152624,rl3128395265,271718,Q17062774,,2015-07-17,,107510000
2015,Vacation,tt1524930,rl3445917185,296099,Q18155457,,2015-07-31,,56990000
2015,War Room,tt3832914,rl477660673,323272,Q19427445,,2015-08-26,,28700000
2016,Alice: Through the Looking Glass,tt2567026,rl3577775617,241259,,,2016-05-27,,77040000
2016,Bad Moms,tt4651520,rl4085024257,376659,Q22074948,,2016-07-29,,103590000
2016,Ben-Hur,tt2638144,rl2856617473,271969,Q18785102,,2016-08-19,,24450000
2016,Captain America: Civil War,tt3498820,rl3210970625,271110,Q18407657,,2016-05-06,,408020000
2016,Central Intellegence,tt1489889,rl3829958145,302699,,,2016-06-17,,127440000
2016,Don't Breathe,tt4160708,rl2692711937,300669,Q21450470,,2016-08-26,,55130000
2016,Finding Dory,tt2277860,rl3764946433,127380,Q9321426,,2016-06-17,,482850000
2016,Florence Foster Jenkins,tt4136084,rl3934094849,315664,Q19955874,,2016-08-12,,24220000
2016,Free State of Jones,tt1124037,rl3880945153,316152,Q19730988,,2016-06-24,,20810000
2016,Ghostbusters,tt1289401,rl3679815169,43074,Q20120108,,2016-07-15,,126540000
2016,Hands of Stone,tt1781827,rl1249871361,184341,Q3126727,,2016-08-26,,4050000
2016,Ice Age: Collision Course,tt3416828,rl3344467457,278154,Q15965953,,2016-07-22,,62820000
2016,Independence Day: Resurgence,tt1628841,rl928744961,47933,Q19614711,,2016-06-24,,103090000
2016,Jason Bourne,tt4196776,rl2537981441,324668,Q19481099,,2016-07-29,,156240000
2016,Kubo and the Two Strings,tt4302938,rl3881600513,313297,Q18786471,,2016-08-19,,36630000
2016,Lights Out,tt4786282,rl3395585537,345911,Q20649307,,2016-07-22,,66360000
2016,Me Before You,tt2674426,rl3261302273,296096,Q20735644,,2016-06-03,,56230000
2016,Mechanic: Resurection,tt3522806,rl3294856705,278924,,,2016-08-26,,15830000
2016,Mike and Dave Need Wedding Dates,tt2823054,rl2590148097,316023,Q20022639,,2016-07-08,,45870000
2016,Money Monster,tt2241351,rl3162342913,303858,Q19363691,,2016-05-13,,41010000
2016,Neighbors 2: Sorority Rising,tt4438848,rl3900081665,325133,Q20899742,,2016-05-20,,55340000
2016,Nerve,tt3531824,rl1736410625,328387,Q19865410,,2016-07-29,,37800000
2016,Nine Lives,tt4383594,rl1718060545,322240,Q20002304,,2016-08-05,,18930000
2016,Now You See Me 2,tt3110958,rl3580331521,291805,Q18703028,,2016-06-10,,65030000
2016,Pete's Dragon,tt2788732,rl1500022273,294272,Q18786473,,2016-08-12,,66250000
2016,Popstar: Never Stop Never Stopping,tt3960412,rl444433921,341012,Q20001462,,2016-06-03,,9470000
2016,Sausage Party,tt1700841,rl2725217793,223702,Q17030810,,2016-08-12,,89600000
2016,Stark Trek Beyond,tt2660888,rl2960360961,188927,,,2016-07-22,,155080000
2016,Suicide Squad,tt1386697,rl1145865729,297761,Q18604504,,2016-08-05,,300100000
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,tt3949660,rl3530851841,308531,Q19842746,,2016-06-03,,82050000
2016,The Angry Birds Movie,tt1985949,rl3343091201,153518,Q18703062,,2016-05-20,,107500000
2016,The BFG,tt3691740,rl977765889,267935,Q19689203,,2016-07-01,,54860000
2016,The Conjuring 2,tt3065204,rl3813312001,259693,Q21001651,,2016-06-10,,102460000
2016,The Darkness,tt1878841,rl1467778561,257345,,,2016-05-13,,10750000
2016,The Infiltrator,tt1355631,rl2273084929,325789,Q19874547,,2016-07-15,,15330000
2016,The Legend of Tarzan,tt0918940,rl2759165441,258489,Q17361809,,2016-07-01,,126360000
2016,The Nice Guys,tt3799694,rl795313665,290250,Q18415459,,2016-05-20,,36260000
2016,The Purge: Election Year,tt4094724,rl1718257153,316727,Q20724304,,2016-07-01,,79040000
2016,The Secret Life of Pets,tt2709768,rl2069595649,328111,Q18844656,,2016-07-08,,359820000
2016,The Shallows,tt4052882,rl3145565697,332567,Q21450484,,2016-06-24,,54980000
2016,War Dogs,tt2005151,rl3497887233,308266,Q19872548,,2016-08-19,,36610000
2016,Warcraft,tt0803096,rl1064863233,68735,Q14513321,,2016-06-10,,47230000
2016,X-Men: Apocalypse,tt3385516,rl1417315841,246655,Q17042878,,2016-05-27,,155440000
2017,3 Idiots,tt3685624,rl1442874881,346034,Q29022267,,,,
2017,47 Meters Down,tt2932536,rl1426097665,403119,Q23709802,,2017-06-16,,44070000
2017,A Ghost Story,tt6265828,rl1409320449,428449,Q27964497,,,,
2017,Alien: Covenant,tt2316204,rl696026625,126889,Q20430699,,2017-05-19,,74260000
2017,All Eyez on Me,tt1666185,rl712410625,402529,Q22079336,,2017-06-16,,44920000
2017,All Saints,tt4663548,rl2717943297,450806,Q34252681,,,,
2017,American Renegades,tt4106376,,335788,Q19897965,,,,
2017,Amityville: The Awakening,tt1935897,rl2252572161,203835,Q17476653,,,,
2017,An Inconvenient Sequel: Truth to Power,tt6322922,rl419464705,432602,Q28465801,,,,
2017,Annabelle: Creation,tt5140878,rl2541716993,396422,Q21511509,,2017-08-11,,90870000
2017,Atomic Blonde,tt2406566,rl1233028609,341013,Q21528112,,2017-07-28,,50560000
2017,Baby Driver,tt3890160,rl1165854209,339403,Q23016644,,2017-06-28,,105840000
2017,Baywatch,tt1469304,rl595559937,339846,Q23016495,,2017-05-25,,58060000
2017,Beatriz at Dinner,tt5929750,rl1258325505,429107,Q27703177,,,,
2017,Captain Underpants: The First Epic Movie,tt2091256,rl1867023873,268531,Q20979182,,2017-06-02,,73690000
2017,Cars 3,tt3606752,rl2054981121,260514,Q21079862,,2017-06-16,,151520000
2017,Champion,tt5078656,rl1946191361,453004,Q125832697,,,,
2017,Despicable Me 3,tt3469046,rl122652161,324852,Q22997984,,2017-06-30,,258760000
2017,Detroit,tt5390504,rl4261447169,407448,Q27965056,,2017-07-28,,16590000
2017,Diary of a Wimpy Kid: The Long Haul,tt6003368,rl3749611009,417830,Q27959516,,2017-05-19,,20730000
2017,Dunkirk,tt5013056,rl4118644225,374720,Q21935651,,2017-07-21,,180200000
2017,"Everything, Everything",tt5001718,rl2181137921,417678,Q27964442,,2017-05-19,,34120000
2017,Girls Trip,tt3564472,rl360613377,417870,Q25631071,,2017-07-21,,112100000
2017,Guardians of the Galaxy Vol. 2,tt3896198,rl2976089601,283995,Q20001199,,2017-05-05,,389680000
2017,Ingrid Goes West,tt5962210,rl2919269889,411741,Q26720603,,,,
2017,It Comes at Night,tt4695012,rl1610647041,418078,Q27703192,,2017-06-09,,13900000
2017,Kidnap,tt1458169,rl257721857,293768,Q18388171,,2017-08-03,,29770000
2017,King Arthur: Legend of the Sword,tt1972591,rl1348240897,274857,Q19569225,,2017-05-12,,39140000
2017,Lady Macbeth,tt4291600,rl3892413953,410117,Q28869534,,,,
2017,Leap,tt2261287,rl134383105,342473,,,,,
2017,Logan Lucky,tt5439796,rl201557505,399170,Q24576050,,2017-08-18,,22500000
2017,Megan Leavey,tt4899370,rl184780289,424488,Q21527861,,2017-06-09,,13360000
2017,Midnight Sun,,,,,,,,
2017,Miles,tt4066836,rl1660978689,363056,Q55623132,,,,
2017,Mr. Chibbs,tt4633340,,454558,,,,,
2017,My Cousin Rachel,tt4411596,rl1258391041,413998,Q27958095,,,,
2017,Paris Can Wait,tt4429194,rl805340673,375867,Q26720647,,,,
2017,Patti Cake$,tt6288250,rl2533393921,426256,Q28466571,,,,
2017,Pirates of the Caribbean: Dead Men Tell No Tales,tt1790809,rl1382778369,166426,Q10350033,,2017-05-26,,172330000
2017,Rough Night,tt4799050,rl1283360257,397422,Q27701601,,2017-06-16,,22090000
2017,Snatched,tt2334871,rl1417446913,373569,Q24806681,,2017-05-12,,45850000
2017,Spider-Man: Homecoming,tt2250912,rl863208961,315635,Q23010088,,2017-07-07,,325120000
2017,Superpowerless,tt1984261,,402463,,,,,
2017,The Beguiled,tt5592248,rl2701231617,399019,Q27684970,,,,
2017,The Big Sick,tt5462602,rl1828750849,416477,Q24901880,,2017-06-23,,41310000
2017,The Book of Henry,tt4572792,rl461145601,382614,Q21098696,,,,
2017,The Dark Tower,tt1648190,rl2035058177,353491,Q21647114,,2017-08-04,,47830000
2017,The Emoji Movie,tt4877122,rl3363603969,378236,Q23999306,,2017-07-28,,81150000
2017,The Glass Castle,tt2378507,rl302220801,336000,Q25136225,,2017-08-11,,15130000
2017,The Hitman's Bodyguard,tt1959563,rl2407433729,390043,Q23796644,,2017-08-18,,57970000
2017,The House,tt4481514,rl2491188737,345914,Q21010879,,2017-06-30,,25560000
2017,The Little Hours,tt5666304,rl4009788929,411873,Q24806853,,,,
2017,The Mummy,tt2345759,rl3563423233,282035,Q23759268,,2017-06-09,,80100000
2017,The Nut Job 2: Nutty by Nature,tt3486626,rl946243073,335777,Q22000483,,2017-08-11,,26630000
2017,The Wall,tt4218696,rl4060186113,405775,Q27964590,,,,
2017,The Wedding Plan,tt5991206,rl704677377,412363,Q29513529,,,,
2017,Transformers: The Last Knight,tt3371366,rl3313272321,335988,Q24251026,,2017-06-23,,130169999
2017,Tulip Fever,tt0491203,rl3296691713,257785,Q17416710,,,,
2017,Valerian and the City of a Thousand Planets,tt2239822,rl3044902401,339964,Q20926273,,2017-07-21,,40150000
2017,War for the Planet of the Apes,tt3450958,rl1782744577,281338,Q19938437,,2017-07-14,,144680000
2017,Wind River,tt5362988,rl2801829377,395834,Q25339940,,,,
2017,Wonder Woman,tt0451279,rl578455041,297762,Q20502242,,2017-06-02,,409540000
2018,102 Not Out,tt6580564,rl2080671233,460713,,,,,
2018,A-X-L,tt5709188,rl1912899073,438590,Q55262219,,,,
2018,Action Point,tt6495770,rl2382398977,454283,Q32067415,,,,
2018,Adrift,tt6306064,rl1157989889,429300,Q48674494,,,,
2018,Alpha,tt4244998,rl3699344897,399360,Q23899903,,,,
2018,American Animals,tt6212478,rl2449835521,489931,Q33256085,,,,
2018,Ant-Man and the Wasp,tt5095030,rl2088535553,363088,Q22957393,,2018-07-06,,213980000
2018,Avengers: Infinity War,tt4154756,rl3043198465,299536,Q23780914,,2018-04-27,,678780000
